"","CASRN","SMILES","EndPt","Source"
"965","100-01-6","Nc1ccc(cc1)[N](=O)=O","NRB","Mansouri"
"966","134-62-3","CCN(CC)C(=O)c1cccc(C)c1","NRB","Mansouri"
"967","82-05-3","O=C1c2ccccc2c3cccc4cccc1c34","NRB","Mansouri"
"968","947-04-6","O=C1CCCCCCCCCCCN1","NRB","Mansouri"
"969","95-16-9","s1cnc2ccccc12","NRB","Mansouri"
"970","78-87-5","CC(Cl)CCl","NRB","Mansouri"
"971","678-39-7","OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F","NRB","Mansouri"
"972","1085-98-9","CN(C)[S](=O)(=O)N(SC(F)(Cl)Cl)c1ccccc1","NRB","Mansouri"
"973","208-96-8","c1cc2cccc3C=Cc(c1)c23","NRB","Mansouri"
"974","76-83-5","ClC(c1ccccc1)(c2ccccc2)c3ccccc3","NRB","Mansouri"
"975","102-71-6","OCCN(CCO)CCO","NRB","Mansouri"
"976","51-79-6","CCOC(N)=O","NRB","Mansouri"
"977","60-51-5","CNC(=O)CS[P](=S)(OC)OC","NRB","Mansouri"
"978","26603-23-6","CCCCCCCCc1ccccc1Nc2ccccc2CCCCCCCC","NRB","Mansouri"
"979","101-67-7","CCCCCCCCc1ccc(Nc2ccc(CCCCCCCC)cc2)cc1","NRB","Mansouri"
"980","88-19-7","Cc1ccccc1[S](N)(=O)=O","NRB","Mansouri"
"981","26967-76-0","CC(C)c1ccc(O[P](=O)(Oc2ccc(cc2)C(C)C)Oc3ccc(cc3)C(C)C)cc1","NRB","Mansouri"
"982","98-10-2","N[S](=O)(=O)c1ccccc1","NRB","Mansouri"
"983","25134-21-8","CC1=CC2CC1C3C2C(=O)OC3=O","NRB","Mansouri"
"984","84-57-1","CC1=NN(C(=O)C1)c2cc(Cl)c(cc2Cl)[S](O)(=O)=O","NRB","Mansouri"
"985","96-45-7","S=C1NCCN1","NRB","Mansouri"
"986","100-26-5","OC(=O)c1ccc(nc1)C(O)=O","NRB","Mansouri"
"987","110-91-8","C1COCCN1","NRB","Mansouri"
"988","839-90-7","OCCN1C(=O)N(CCO)C(=O)N(CCO)C1=O","NRB","Mansouri"
"989","5124-25-4","[O-][N+](=O)c1cc(ccc1Nc2ccccc2)[S](=O)(=O)Nc3ccccc3","NRB","Mansouri"
"990","2814-20-2","CC(C)C1=NC(=O)C=C(C)N1","NRB","Mansouri"
"991","542-75-6","ClCC=CCl","NRB","Mansouri"
"992","5332-73-0","COCCCN","NRB","Mansouri"
"993","2680-03-7","CN(C)C(=O)C=C","NRB","Mansouri"
"994","111-94-4","N#CCCNCCC#N","NRB","Mansouri"
"995","137-26-8","CN(C)C(=S)SSC(=S)N(C)C","NRB","Mansouri"
"996","13674-87-8","ClCC(CCl)O[P](=O)(OC(CCl)CCl)OC(CCl)CCl","NRB","Mansouri"
"997","598-09-4","CC1(CCl)CO1","NRB","Mansouri"
"998","102-60-3","CC(O)CN(CCN(CC(C)O)CC(C)O)CC(C)O","NRB","Mansouri"
"999","100-61-8","CNc1ccccc1","NRB","Mansouri"
"1000","579-10-2","CN(C(C)=O)c1ccccc1","NRB","Mansouri"
"1001","74-31-7","N(c1ccccc1)c2ccc(Nc3ccccc3)cc2","NRB","Mansouri"
"1002","103-83-3","CN(C)Cc1ccccc1","NRB","Mansouri"
"1003","81-15-2","Cc1c(c(C)c(c(c1[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O)[N+]([O-])=O","NRB","Mansouri"
"1004","88-60-8","Cc1ccc(c(O)c1)C(C)(C)C","NRB","Mansouri"
"1005","1836-75-5","[O-][N+](=O)c1ccc(Oc2ccc(Cl)cc2Cl)cc1","NRB","Mansouri"
"1006","555-03-3","COc1cccc(c1)[N+]([O-])=O","NRB","Mansouri"
"1007","96-96-8","COc1ccc(N)c(c1)[N+]([O-])=O","NRB","Mansouri"
"1008","106-48-9","Oc1ccc(Cl)cc1","NRB","Mansouri"
"1009","25155-25-3","CC(C)(C)OOC(C)(C)c1ccc(cc1)C(C)(C)OOC(C)(C)C","NRB","Mansouri"
"1010","5405-84-5","CC1(C)C2CCC(C)(OO)C1C2","NRB","Mansouri"
"1011","873-94-9","CC1CC(=O)CC(C)(C)C1","NRB","Mansouri"
"1012","26140-60-3","c1ccc(cc1)c2ccc(cc2)c3ccccc3","NRB","Mansouri"
"1013","90-12-0","Cc1cccc2ccccc12","NRB","Mansouri"
"1014","620-92-8","Oc1ccc(Cc2ccc(O)cc2)cc1","NRB","Mansouri"
"1015","5809-23-4","CCN(CC)c1ccc(c(O)c1)C(=O)c2ccccc2C(O)=O","NRB","Mansouri"
"1016","2173-57-1","CC(C)COc1ccc2ccccc2c1","NRB","Mansouri"
"1017","117-62-4","Nc1ccc2c(cccc2[S](O)(=O)=O)c1[S](O)(=O)=O","NRB","Mansouri"
"1018","91-17-8","C1CCC2CCCCC2C1","NRB","Mansouri"
"1019","26896-48-0","OCC1CC23CCC1(CC2)CC3CO","NRB","Mansouri"
"1020","120-12-7","c1ccc2cc3ccccc3cc2c1","NRB","Mansouri"
"1021","117-79-3","Nc1ccc2C(=O)c3ccccc3C(=O)c2c1","NRB","Mansouri"
"1022","14233-37-5","CC(C)Nc1ccc(NC(C)C)c2C(=O)c3ccccc3C(=O)c12","NRB","Mansouri"
"1023","95-14-7","[nH]1nc2ccccc2n1","NRB","Mansouri"
"1024","57-41-0","O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3","NRB","Mansouri"
"1025","62-55-5","CC(N)=S","NRB","Mansouri"
"1026","79-27-6","BrC(Br)C(Br)Br","NRB","Mansouri"
"1027","306-83-2","FC(F)(F)C(Cl)Cl","NRB","Mansouri"
"1028","760-23-6","ClCC(Cl)C=C","NRB","Mansouri"
"1029","311-89-7","FC(F)(F)C(F)(F)C(F)(F)C(F)(F)N(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F","NRB","Mansouri"
"1030","111-44-4","ClCCOCCCl","NRB","Mansouri"
"1031","109-59-1","CC(C)OCCO","NRB","Mansouri"
"1032","5435-64-3","CC(CC=O)CC(C)(C)C","NRB","Mansouri"
"1033","75-87-6","ClC(Cl)(Cl)C=O","NRB","Mansouri"
"1034","3061-75-4","CCCCCCCCCCCCCCCCCCCCCC(N)=O","NRB","Mansouri"
"1035","868-85-9","CO[PH](=O)OC","NRB","Mansouri"
"1036","2528-38-3","CCCCCO[P](=O)(OCCCCC)OCCCCC","NRB","Mansouri"
"1037","335-67-1","OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F","NRB","Mansouri"
"1038","95-63-6","Cc1ccc(C)c(C)c1","NRB","Mansouri"
"1039","87-83-2","Cc1c(Br)c(Br)c(Br)c(Br)c1Br","NRB","Mansouri"
"1040","106-50-3","Nc1ccc(N)cc1","NRB","Mansouri"
"1041","122-80-5","CC(=O)Nc1ccc(N)cc1","NRB","Mansouri"
"1042","2219-82-1","Cc1cccc(c1O)C(C)(C)C","NRB","Mansouri"
"1043","527-60-6","Cc1cc(C)c(O)c(C)c1","NRB","Mansouri"
"1044","1879-09-0","Cc1cc(C)c(O)c(c1)C(C)(C)C","NRB","Mansouri"
"1045","615-74-7","Cc1ccc(Cl)c(O)c1","NRB","Mansouri"
"1046","1073-72-9","CSc1ccc(O)cc1","NRB","Mansouri"
"1047","80-54-6","CC(Cc1ccc(cc1)C(C)(C)C)C=O","NRB","Mansouri"
"1048","534-52-1","Cc1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O","NRB","Mansouri"
"1049","14816-18-3","CCO[P](=S)(OCC)O\N=C(/C#N)c1ccccc1","NRB","Mansouri"
"1050","840-65-3","COC(=O)c1ccc2cc(ccc2c1)C(=O)OC","NRB","Mansouri"
"1051","826-36-8","CC1(C)CC(=O)CC(C)(C)N1","NRB","Mansouri"
"1052","40220-08-4","C=CC(=O)OCCN1C(=O)N(CCOC(=O)C=C)C(=O)N(CCOC(=O)C=C)C1=O","NRB","Mansouri"
"1053","40690-89-9","O=C(OCCN(CCC#N)c1ccc(cc1)N=Nc2ccc(cc2)[N](=O)=O)c3ccccc3","NRB","Mansouri"
"1054","12239-87-1","Clc1cccc2C3=NC4=NC(=Nc5n6[Cu]N3C(=NC7=NC(=Nc6c8ccccc58)c9ccccc79)c12)c%10ccccc4%10","NRB","Mansouri"
"1055","25512-42-9","Clc1ccccc1c2ccccc2Cl","NRB","Mansouri"
